sourceID,source,sourceOrg,targetID,target,targetOrg,value
401959,曹华珍,材料科学与工程学院,412159,侯广亚,材料科学与工程学院,27
401959,曹华珍,材料科学与工程学院,428275,唐谊平,材料科学与工程学院,22
401959,曹华珍,材料科学与工程学院,416067,李吉泉,机械工程学院,3
401959,曹华珍,材料科学与工程学院,425516,阮慧敏,校级直属研究机构,1
402009,曹柬,经贸管理学院,435919,叶枫,经贸管理学院,5
402009,曹柬,经贸管理学院,441250,周根贵,经贸管理学院,37
402009,曹柬,经贸管理学院,433420,徐世浩,校机关,1
402009,曹柬,经贸管理学院,409031,方学礼,校机关,1
402009,曹柬,经贸管理学院,435246,杨艳,校机关,1
402009,曹柬,经贸管理学院,422829,孟志青,经贸管理学院,4
402053,曹全君,信息工程学院,431595,王涌,计算机科学与技术学院、软件学院,1
402053,曹全君,信息工程学院,413793,贾立新,信息工程学院,2
402053,曹全君,信息工程学院,441622,周晓,信息工程学院,1
402053,曹全君,信息工程学院,420494,楼玲娣,教育科学与技术学院,1
402053,曹全君,信息工程学院,415723,李刚,机械工程学院,1
402053,曹全君,信息工程学院,402475,常丽萍,信息工程学院,1
402107,曹李民,教育科学与技术学院,439834,赵文宏,机械工程学院,3
402111,曹平,信息工程分院,408908,方路平,国际学院,4
402118,曹祁,信息工程分院,416892,李婷婷,理学院,1
402118,曹祁,信息工程分院,429869,王洁,信息工程分院,2
402118,曹祁,信息工程分院,408518,杜树旺,信息工程分院,10
402128,曹小吉,机关直属单位,436128,叶学敏,机关直属单位,16
402128,曹小吉,机关直属单位,426853,宋庆宝,化学工程学院,1
402128,曹小吉,机关直属单位,431595,王涌,计算机科学与技术学院、软件学院,1
402128,曹小吉,机关直属单位,438078,张国富,化学工程学院,1
402128,曹小吉,机关直属单位,407596,丁成荣,化学工程学院,1
402128,曹小吉,机关直属单位,436672,余祎,机关直属单位,1
402181,曹晓霞,化学工程学院,423224,倪哲明,化学工程学院,7
402189,曹耀艳,校机关,418084,李正卫,经贸管理学院,4
402189,曹耀艳,校机关,437542,袁莹,校机关,2
402189,曹耀艳,校机关,424882,钱晓峰,之江后勤分公司,3
402189,曹耀艳,校机关,439720,赵敏祥,校机关,1
402194,曹志奎,创意设计分院,427745,孙以栋,设计艺术学院,3
402194,曹志奎,创意设计分院,441437,周健,创意设计分院,2
402210,岑亚青,化学工程学院,433068,徐斌,材料科学与工程学院,1
402210,岑亚青,化学工程学院,428207,唐浩东,化学工程学院,5
402210,岑亚青,化学工程学院,419219,刘化章,化学工程学院,28
402210,岑亚青,化学工程学院,417793,李瑛,化学工程学院,3
402210,岑亚青,化学工程学院,411276,韩文锋,化学工程学院,1
402210,岑亚青,化学工程学院,417078,李小年,校机关,18
402210,岑亚青,化学工程学院,440573,郑遗凡,机关直属单位,1
402210,岑亚青,化学工程学院,409618,傅冠平,资产经营有限公司,5
402210,岑亚青,化学工程学院,442388,祝一锋,化学工程学院,3
402210,岑亚青,化学工程学院,413309,霍超,化学工程学院,2
402223,岑丽君,校级直属研究机构,406311,程惠芳,校级直属研究机构,2
402242,曾淦宁,海洋学院,400977,艾宁,校机关,7
402242,曾淦宁,海洋学院,425952,沈江南,校级直属研究机构,10
402242,曾淦宁,海洋学院,425516,阮慧敏,校级直属研究机构,7
402242,曾淦宁,海洋学院,452539,李娟,设计艺术学院,1
402242,曾淦宁,海洋学院,441796,周勇,校级直属研究机构,1
402283,曾洪波,建筑工程学院,440221,郑建军,建筑工程学院,1
402283,曾洪波,建筑工程学院,435288,杨杨,建筑工程学院,4
402283,曾洪波,建筑工程学院,419733,马成畅,建筑工程学院,2
402283,曾洪波,建筑工程学院,423178,倪彤元,建筑工程学院,1
402292,曾晰,机械工程学院,428004,谭大鹏,机械工程学院,2
402292,曾晰,机械工程学院,401642,蔡东海,机械工程学院,1
402301,查星星,校机关,418808,林敏喜,设计艺术学院,2
402305,柴国钟,机械工程学院,423700,潘柏松,机械工程学院,7
402305,柴国钟,机械工程学院,435402,姚建华,机械工程学院,4
402305,柴国钟,机械工程学院,421488,骆芳,机电工程分院,4
402305,柴国钟,机械工程学院,415335,孔凡志,机械工程学院,2
402305,柴国钟,机械工程学院,414178,姜献峰,机械工程学院,10
402305,柴国钟,机械工程学院,432235,吴化平,机械工程学院,40
402305,柴国钟,机械工程学院,411481,郝伟娜,机械工程学院,14
402305,柴国钟,机械工程学院,401530,鲍雨梅,机电工程分院,16
402305,柴国钟,机械工程学院,418258,厉淦,机械工程学院,4
402305,柴国钟,机械工程学院,416352,李俊源,机械工程学院,1
402305,柴国钟,机械工程学院,418299,梁利华,机械工程学院,1
402305,柴国钟,机械工程学院,414008,姜少飞,校机关,8
402305,柴国钟,机械工程学院,441429,周见行,机械工程学院,2
402305,柴国钟,机械工程学院,414069,姜伟,校机关,4
402305,柴国钟,机械工程学院,419040,刘红,机械工程学院,3
402305,柴国钟,机械工程学院,414435,蒋兰芳,机电工程分院,3
402305,柴国钟,机械工程学院,443345,陈勇,机械工程学院,2
402305,柴国钟,机械工程学院,425048,秦宝荣,机械工程学院,2
402305,柴国钟,机械工程学院,412414,胡夏夏,机械工程学院,2
402305,柴国钟,机械工程学院,425295,裘信国,机械工程学院,1
402305,柴国钟,机械工程学院,424388,彭旭东,机械工程学院,4
402305,柴国钟,机械工程学院,406123,陈智君,校级直属研究机构,1
402305,柴国钟,机械工程学院,416067,李吉泉,机械工程学院,6
402305,柴国钟,机械工程学院,428139,汤洪涛,机械工程学院,4
402305,柴国钟,机械工程学院,421131,鲁建厦,机械工程学院,4
402305,柴国钟,机械工程学院,421077,鲁聪达,机械工程学院,1
402305,柴国钟,机械工程学院,425552,阮健,机械工程学院,1
402305,柴国钟,机械工程学院,409216,冯杰,材料科学与工程学院,1
402305,柴国钟,机械工程学院,433068,徐斌,材料科学与工程学院,1
402305,柴国钟,机械工程学院,420697,卢奂采,机械工程学院,1
402305,柴国钟,机械工程学院,415602,李春晓,机械工程学院,1
402392,陈赵扬,化学工程学院,442263,朱英红,化学工程学院,4
402392,陈赵扬,化学工程学院,439035,赵峰鸣,化学工程学院,12
402392,陈赵扬,化学工程学院,433585,徐颖华,化学工程学院,1
402392,陈赵扬,化学工程学院,428609,童少平,化学工程学院,1
402392,陈赵扬,化学工程学院,426567,施梅勤,化学工程学院,10
402392,陈赵扬,化学工程学院,422293,毛信表,化学工程学院,3
402392,陈赵扬,化学工程学院,406778,褚有群,化学工程学院,5
402392,陈赵扬,化学工程学院,438798,张群莉,校级直属研究机构,2
402392,陈赵扬,化学工程学院,435402,姚建华,机械工程学院,2
402475,常丽萍,信息工程学院,410981,郭淑琴,信息工程学院,12
402475,常丽萍,信息工程学院,415723,李刚,机械工程学院,15
402475,常丽萍,信息工程学院,443291,李胜,机械工程学院,1
402475,常丽萍,信息工程学院,411906,何熊熊,信息工程学院,3
402475,常丽萍,信息工程学院,443294,李胜,信息工程学院,1
402475,常丽萍,信息工程学院,402053,曹全君,信息工程学院,1
402475,常丽萍,信息工程学院,427804,覃亚丽,信息工程学院,3
402475,常丽萍,信息工程学院,425359,任宏亮,信息工程学院,5
402475,常丽萍,信息工程学院,433155,徐红,信息工程学院,3
402475,常丽萍,信息工程学院,441579,周守利,信息工程学院,1
402549,陈爱民,化学工程学院,458283,胡军,"[创业学院,材料科学与工程学院,团委]",13
402549,陈爱民,化学工程学院,430001,王力耕,化学工程学院,5
402549,陈爱民,化学工程学院,424113,潘再法,化学工程学院,1
402549,陈爱民,化学工程学院,423224,倪哲明,化学工程学院,11
402549,陈爱民,化学工程学院,432740,夏盛杰,化学工程学院,1
402549,陈爱民,化学工程学院,437238,俞卫华,理学系,1
402576,陈蓓,容大集团,426749,史黎青,容大集团,1
402588,陈滨,设计艺术学院,432525,吴哲夫,信息工程学院,2
402588,陈滨,设计艺术学院,427804,覃亚丽,信息工程学院,1
402588,陈滨,设计艺术学院,429291,王东,设计艺术学院,1
402588,陈滨,设计艺术学院,452539,李娟,设计艺术学院,1
402588,陈滨,设计艺术学院,432746,夏颖翀,创意设计分院,1
402596,陈冰冰,机械工程学院,440480,郑三龙,机械工程学院,15
402596,陈冰冰,机械工程学院,410357,高增梁,机械工程学院,36
402596,陈冰冰,机械工程学院,427701,孙伟明,校级直属研究机构,3
402596,陈冰冰,机械工程学院,414991,金伟娅,机械工程学院,6
402596,陈冰冰,机械工程学院,408055,丁振宇,机械工程学院,3
402596,陈冰冰,机械工程学院,438918,张玮,机械工程学院,7
402596,陈冰冰,机械工程学院,424886,钱欣,材料科学与工程学院,1
402596,陈冰冰,机械工程学院,415103,金杨福,材料科学与工程学院,1
402596,陈冰冰,机械工程学院,401243,包士毅,机械工程学院,1
402596,陈冰冰,机械工程学院,411890,何兴,校机关,1
402596,陈冰冰,机械工程学院,421010,卢志明,机械工程学院,1
402596,陈冰冰,机械工程学院,431298,王效贵,机械工程学院,1
402702,陈晨,机械工程学院,422079,马晓雁,建筑工程学院,2
402707,陈呈频,资产经营有限公司,440159,郑华均,校机关,1
402707,陈呈频,资产经营有限公司,429968,王雷,生物工程学院,1
402707,陈呈频,资产经营有限公司,441644,周晓东,经贸管理学院,1
402707,陈呈频,资产经营有限公司,438543,张榄,校机关,3
402707,陈呈频,资产经营有限公司,418258,厉淦,机械工程学院,1
402707,陈呈频,资产经营有限公司,440094,郑春晔,校机关,2
402707,陈呈频,资产经营有限公司,423700,潘柏松,机械工程学院,1
402707,陈呈频,资产经营有限公司,433574,许紫岳,校机关,2
402707,陈呈频,资产经营有限公司,411890,何兴,校机关,2
402707,陈呈频,资产经营有限公司,426608,施祺方,教育科学与技术学院,2
402707,陈呈频,资产经营有限公司,401553,毕娜,机械工程学院,2
402707,陈呈频,资产经营有限公司,415370,兰秀菊,机械工程学院,2
402707,陈呈频,资产经营有限公司,421131,鲁建厦,机械工程学院,1
402753,陈冲,马克思主义学院,416039,李鸿浩,校机关,2
402753,陈冲,马克思主义学院,424952,钱逸昀,外国语学院,1
402753,陈冲,马克思主义学院,410817,郭琛晖,人文学院,1
402753,陈冲,马克思主义学院,427239,孙航,校机关,1
402753,陈冲,马克思主义学院,420494,楼玲娣,教育科学与技术学院,1
402753,陈冲,马克思主义学院,424472,彭远方,人文学院,1
402793,陈春虎,体育军训部,442063,朱旭红,体育军训部,2
402809,陈春根,经贸管理学院,420518,卢邦贵,经贸管理学院,1
402809,陈春根,经贸管理学院,410824,郭东杰,经贸管理学院,1
402809,陈春根,经贸管理学院,432442,吴向明,校机关,1
402809,陈春根,经贸管理学院,436527,余红娜,经贸管理学院,1
402809,陈春根,经贸管理学院,412206,胡晨光,经贸管理学院,1
402809,陈春根,经贸管理学院,406311,程惠芳,校级直属研究机构,1
402847,陈丹,设计艺术学院,415805,李国华,校机关,7
402847,陈丹,设计艺术学院,412535,胡仙超,机关直属单位,1
402857,陈丹英,政治与公共管理学院,433638,徐玉红,人文科学分院,1
402865,陈德富,信息工程学院,411797,何通能,信息工程学院,5
402865,陈德富,信息工程学院,427804,覃亚丽,信息工程学院,1
402886,陈德生,教育科学与技术学院,442300,诸森儿,成人教育学院,1
402899,陈东之,环境学院,403743,陈建孟,校机关,46
402899,陈东之,环境学院,429018,汪钊,生物工程学院,6
402899,陈东之,环境学院,405741,陈效,环境学院,5
402899,陈东之,环境学院,441084,钟卫鸿,生物工程学院,6
402899,陈东之,环境学院,406192,成卓韦,环境学院,12
402899,陈东之,环境学院,439474,章银军,生物工程学院,1
402899,陈东之,环境学院,436347,於建明,校机关,2
402899,陈东之,环境学院,407031,戴启洲,环境学院,1
402962,陈多长,经贸管理学院,436372,虞晓芬,校机关,2
402962,陈多长,经贸管理学院,429525,王红玲,教育科学与技术学院,1
402999,陈芳,"[经贸管理学院,之江学院,其他]",416039,李鸿浩,校机关,2
403003,陈枫,材料科学与工程学院,440947,钟明强,材料科学与工程学院,97
403003,陈枫,材料科学与工程学院,434950,杨晋涛,材料科学与工程学院,69
403003,陈枫,材料科学与工程学院,426650,施燕琴,材料科学与工程学院,5
403003,陈枫,材料科学与工程学院,409122,费正东,材料科学与工程学院,27
403003,陈枫,材料科学与工程学院,433339,徐立新,材料科学与工程学院,7
403003,陈枫,材料科学与工程学院,429997,王磊,校级直属研究机构,1
403003,陈枫,材料科学与工程学院,423500,宁文生,化学工程学院,1
403003,陈枫,材料科学与工程学院,441554,周密,材料科学与工程学院,3
403003,陈枫,材料科学与工程学院,424886,钱欣,材料科学与工程学院,3
403003,陈枫,材料科学与工程学院,427288,孙莉,教育科学与技术学院,5
403488,陈锋,政治与公共管理学院,414312,蒋惠琴,政治与公共管理学院,2
403488,陈锋,政治与公共管理学院,422959,苗阳,校级直属研究机构,2
403488,陈锋,政治与公共管理学院,426608,施祺方,教育科学与技术学院,1
403488,陈锋,政治与公共管理学院,408590,樊靓,法学院,2
403496,陈刚,设计艺术学院,438569,张立彬,机械工程学院,6
403496,陈刚,设计艺术学院,435132,杨庆华,机械工程学院,5
403496,陈刚,设计艺术学院,425552,阮健,机械工程学院,5
403496,陈刚,设计艺术学院,408464,都明宇,机械工程学院,1
403526,陈根宝,校机关,416604,李美群,校区机关,1
403526,陈根宝,校机关,412395,胡立央,容大集团,1
403526,陈根宝,校机关,433996,许天雷,容大集团,1
403561,陈国定,信息工程学院,436814,俞立,校机关,34
403561,陈国定,信息工程学院,435032,杨马英,信息工程学院,29
403561,陈国定,信息工程学院,423096,南余荣,信息工程学院,3
403561,陈国定,信息工程学院,438703,张美玉,校机关,3
403561,陈国定,信息工程学院,425763,邵奇可,计算机科学与技术学院、软件学院,4
403561,陈国定,信息工程学院,434487,杨东勇,信息工程学院,1
403561,陈国定,信息工程学院,404795,陈朋,信息工程学院,1
403561,陈国定,信息工程学院,441611,周文委,信息工程学院,1
403561,陈国定,信息工程学院,416650,李敏,信息工程学院,3
403561,陈国定,信息工程学院,438040,张贵军,信息工程学院,1
403561,陈国定,信息工程学院,411471,何德峰,信息工程学院,1
403635,陈国海,机械工程学院,412045,何作井,外国语学院,1
403659,陈国营,校级直属研究机构,426825,宋国琴,中旅学院,1
403659,陈国营,校级直属研究机构,427255,孙捷,商学院,1
403659,陈国营,校级直属研究机构,429487,王河江,校区机关,5
403659,陈国营,校级直属研究机构,411861,何晓柯,商学院,2
403659,陈国营,校级直属研究机构,432805,肖娟,商学院,1
403687,陈海英,校区机关,442302,竺炯林,机械工程学院,1
403687,陈海英,校区机关,425946,沈建伟,校机关,2
403692,陈皓,校区机关,441954,朱李楠,计算机科学与技术学院、软件学院,1
403692,陈皓,校区机关,428307,陶鹏,创业学院,1
403697,陈红英,建筑工程学院,419396,刘俊萍,建筑工程学院,2
403697,陈红英,建筑工程学院,429529,王红宇,环境学院,2
403697,陈红英,建筑工程学院,422079,马晓雁,建筑工程学院,1
403697,陈红英,建筑工程学院,405279,陈石平,机关直属单位,1
403697,陈红英,建筑工程学院,436284,应四爱,建筑工程学院,3
403697,陈红英,建筑工程学院,407691,丁春生,建筑工程学院,2
403743,陈建孟,校机关,402899,陈东之,环境学院,46
403743,陈建孟,校机关,429708,王家德,环境学院,50
403743,陈建孟,校机关,436347,於建明,校机关,32
403743,陈建孟,校机关,407031,戴启洲,环境学院,40
403743,陈建孟,校机关,412022,何志桥,环境学院,84
403743,陈建孟,校机关,441084,钟卫鸿,生物工程学院,24
403743,陈建孟,校机关,425248,邱乐泉,生物工程学院,6
403743,陈建孟,校机关,405741,陈效,环境学院,22
403743,陈建孟,校机关,432129,吴成强,环境学院,9
403743,陈建孟,校机关,426939,宋爽,环境学院,84
403743,陈建孟,校机关,414001,姜理英,环境学院,42
403743,陈建孟,校机关,414682,蒋轶锋,环境学院,50
403743,陈建孟,校机关,406192,成卓韦,环境学院,48
403743,陈建孟,校机关,432324,吴石金,生物工程学院,19
403743,陈建孟,校机关,413165,黄新文,环境学院,3
403743,陈建孟,校机关,424645,钱海丰,环境学院,2
403743,陈建孟,校机关,439599,赵雷,经贸管理学院,1
403743,陈建孟,校机关,412387,胡俊,信息工程学院,6
403743,陈建孟,校机关,429529,王红宇,环境学院,1
403743,陈建孟,校机关,414911,金漫彤,环境学院,1
